lat,lng,elev,full_address,date
40.624497,-103.468462,1299.5300293,"5313-5999 CO-14, Colorado, USA",Jul 2015
39.944596,-104.933377,1615.35180664,"13648 Cherry St, Thornton, CO 80602, USA",Aug 2012
40.679458,-102.884927,1303.90075684,"36470-36912 US-6, Fleming, CO 80728, USA",Jul 2008
39.605709,-105.037516,1636.48632812,"3 Village Ct, Littleton, CO 80123, USA",Sep 2012
39.592277,-105.042397,1641.1809082,"50-98 Arabian Pl, Columbine Valley, CO 80123, USA",Sep 2012
39.773445,-104.929079,1604.95703125,"5051 E 41st Ave, Denver, CO 80216, USA",Aug 2014
39.386095,-104.699028,1981.34729004,"1536-1616 Columbine Dr, Franktown, CO 80116, USA",Sep 2007
38.297873,-104.567584,1448.23388672,"CO-47, Pueblo, CO 81001, USA",Jul 2012
40.396811,-105.168287,1575.72265625,"135-159 N Co Rd 23H, Loveland, CO 80537, USA",Jun 2012
39.583478,-104.417338,1777.83776855,"7070 Kiowa-Bennett Rd, Bennett, CO 80102, USA",Aug 2012
39.173602,-108.137068,1694.25146484,"Ke 1/2 Rd, Mesa, CO 81643, USA",Aug 2012
37.941988,-107.668775,2951.95800781,"Million Dollar Hwy, Ridgway, CO 81432, USA",Oct 2008
37.198558,-107.681744,2098.88793945,"5643-5773 Co Rd 510, Ignacio, CO 81137, USA",Feb 2008
39.801472,-102.786688,1323.125,"1-1999 County Rd 16, Yuma, CO 80759, USA",Jun 2008
39.575642,-104.768645,1800.63867188,"18759-18899 E Long Ave, Centennial, CO 80016, USA",Jun 2012
39.45397,-107.145045,2210.1809082,"406 Panorama Dr, Carbondale, CO 81623, USA",Oct 2012
40.580496,-103.267463,1216.734375,"15733-16999 Co Rd 22, Sterling, CO 80751, USA",Nov 2007
38.269489,-103.170661,1309.89611816,"2-2998 Co Rd 19, Eads, CO 81036, USA",Aug 2012
38.15696,-103.748138,1299.12792969,"2610 CO-71, Ordway, CO 81063, USA",Jul 2012
37.941803,-107.668875,2952.37963867,"Million Dollar Hwy, Ridgway, CO 81432, USA",Oct 2008
40.396105,-105.182925,1651.13720703,"7333 Leslie Dr, Loveland, CO 80537, USA",Sep 2007
39.767933,-105.179569,1688.40234375,"15719-16095 W 37th Dr, Golden, CO 80401, USA",Oct 2012
39.160207,-104.496396,2194.88818359,"20001-20209 Co Rd 37, Elbert, CO 80106, USA",Aug 2015
40.589462,-104.850792,1543.33398438,"40501 Co Rd 23, Ault, CO 80610, USA",Sep 2007
38.020772,-105.026773,2662.57568359,"9121-9405 CO-78, Beulah, CO 81023, USA",Jun 2009
39.595172,-105.06977,1682.03527832,"6650 W Coal Mine Ave, Littleton, CO 80123, USA",Oct 2011
38.944363,-104.670954,2117.25268555,"7675-7735 Maverick Rd, Colorado Springs, CO 80908, USA",Sep 2014
39.988802,-104.887758,1566.13928223,"16073 Willow Way, Brighton, CO 80602, USA",Oct 2012
39.328801,-106.956579,2125.90380859,"1341-1533 Lower River Rd, Snowmass, CO 81654, USA",Oct 2012
39.322762,-106.944145,2148.93237305,"2270-2444 Lower River Rd, Snowmass, CO 81654, USA",Oct 2012
39.604601,-105.069727,1675.93139648,"6548-6598 W Fair Dr, Littleton, CO 80123, USA",Aug 2012
38.27685,-104.582291,1443.33349609,"1611 E 10th St, Pueblo, CO 81001, USA",Jun 2012
39.222172,-108.768965,1394.87988281,"1546 O Rd, Loma, CO 81524, USA",Jul 2012
38.926326,-104.294913,1964.58422852,"6450 S Calhan Rd, Calhan, CO 80808, USA",Sep 2009
40.353351,-105.202842,1773.63562012,"3703-3799 Fawn Trail, Loveland, CO 80537, USA",Sep 2007
40.617291,-103.300631,1240.36035156,"12845 Tumbleweed Dr, Sterling, CO 80751, USA",Nov 2007
40.731325,-104.524278,1578.19262695,"50095-50999 Co Rd 57, Ault, CO 80610, USA",Oct 2007
37.193537,-107.752708,2031.70068359,"110 Wrangler Way, Durango, CO 81303, USA",Feb 2008
40.605056,-103.600531,1390.53503418,"41499 CO-71, Stoneham, CO 80754, USA",Aug 2012
39.456976,-104.875204,1952.44506836,"I-25, Castle Pines, CO 80108, USA",Aug 2015
39.06272,-104.700309,2289.46875,"15780-16498 Black Forest Rd, Colorado Springs, CO 80908, USA",Sep 2011
40.62361,-104.6016,1515.94274902,"Weld County Rd 49, Ault, CO 80610, USA",Oct 2007
37.418831,-109.065005,1661.41088867,"Unnamed Road, Montezuma Creek, UT 84534, USA",May 2009
39.779641,-104.527053,1674.11657715,"3920-4798 Adams County Rd 28, Watkins, CO 80137, USA",Sep 2015
37.475446,-108.439981,2150.58349609,"18738 CO-145, Dolores, CO 81323, USA",Dec 2007
38.876849,-107.602297,1730.32922363,"900-1068 CO-133, Paonia, CO 81428, USA",Sep 2012
38.781282,-104.699183,1844.64074707,"7540 Milton E. Proby Pkwy, Colorado Springs, CO 80916, USA",Aug 2011
38.986452,-104.773526,2083.15600586,"10828 Rhinestone Dr, Colorado Springs, CO 80908, USA",Sep 2011
40.618215,-104.601491,1508.9979248,"Weld County Rd 49, Ault, CO 80610, USA",Oct 2007
37.400402,-108.635595,1900.36120605,"22350-22664 Co Rd N, Cortez, CO 81321, USA",Jan 2008
40.196796,-104.820347,1470.65808105,"13540 US-85, Platteville, CO 80651, USA",Oct 2012
39.049433,-108.066343,3192.72851562,"CO-65, Mesa, CO 81643, USA",Aug 2012
39.468079,-105.239899,2209.69921875,"13652-13798 S Foxton Rd, Littleton, CO 80127, USA",Jun 2015
39.696585,-105.220636,2028.15905762,"I-70, Golden, CO 80401, USA",Aug 2012
40.629939,-104.601513,1517.33776855,"44033 Co Rd 49, Ault, CO 80610, USA",Oct 2007
39.299412,-104.916333,2078.47314453,"4360-4452 Castle Butte Dr, Castle Rock, CO 80109, USA",Sep 2007
37.458605,-105.984863,2309.72363281,"2625 Coop Rd, Alamosa, CO 81101, USA",Sep 2012
37.553201,-107.824406,2534.25732422,"44213 US-550, Durango, CO 81301, USA",Dec 2007
40.44187,-109.25729,1503.9029541,"Desert Voices Nature Trail, Jensen, UT 84035, USA",Sep 2008
39.468444,-104.887519,1969.70874023,"6932-7054 Yorkshire Dr, Castle Pines, CO 80108, USA",Sep 2007
39.561117,-102.871209,1380.17126465,"30000-30998 CO-59, Seibert, CO 80834, USA",Jun 2008
39.871466,-106.273702,2463.80566406,"CO-9, Silverthorne, CO 80498, USA",Jul 2008
39.485408,-106.088416,3330.36206055,"Unnamed Road, Breckenridge, CO 80424, USA",
39.578446,-104.765762,1798.63330078,"19299 E Jamison Pl, Centennial, CO 80016, USA",Jun 2012
39.157056,-104.087825,1832.74462891,"19751-20113 Co Rd 125, Simla, CO 80835, USA",Oct 2009
40.537568,-104.988107,1487.80334473,"4723-4809 County Rd 40, Fort Collins, CO 80525, USA",Jun 2012
38.648117,-102.78593,1295.59863281,"US-287, Kit Carson, CO 80825, USA",Oct 2012
40.973263,-106.374821,2412.35083008,"CO-125, Walden, CO 80480, USA",Sep 2007
40.343345,-103.96381,1323.12426758,"CO-144, Weldona, CO 80653, USA",Jul 2015
39.843111,-104.990149,1630.36560059,"287 W 81st Ave, Denver, CO 80221, USA",Sep 2012
38.25828,-104.844477,1557.918090820312,"8300-8378 CO-96, Pueblo, CO 81005, USA",Oct 2012
37.243014,-107.949693,2222.468017578125,"77-153 Tomahawk Trail, Durango, CO 81303, USA",Mar 2008
40.478728,-104.54025,1451.2392578125,"27529 CO-392, Gill, CO 80624, USA",Jul 2015
37.721689,-105.521801,2480.122802734375,"8327-9999 CO-150, Mosca, CO 81146, USA",Jul 2013
39.474947,-105.026561,1772.4453125,"7401 N Moore Rd, Littleton, CO 80125, USA",Aug 2012
39.547004,-107.657626,1660.204345703125,"521 Main St, Silt, CO 81652, USA",Oct 2012
39.611884,-107.58223,1774.46826171875,"83-1865 Main Elk Creek Rd, New Castle, CO 81647, USA",Oct 2012
39.653762,-105.872376,3469.78955078125,"28194 US-6, Dillon, CO 80435, USA",Feb 2011
39.546973,-107.644189,1663.718017578125,"34118-34130 US-6, Silt, CO 81652, USA",Oct 2012
39.987969,-105.159914,1709.406494140625,"1739 W Barberry Cir, Louisville, CO 80027, USA",Aug 2012
39.764585,-104.83915,1621.6748046875,"12601-12699 E 33rd Ave, Aurora, CO 80011, USA",Sep 2011
38.710521,-104.66601,1715.368530273438,"S Marksheffel Rd, Fountain, CO 80817, USA",Aug 2011
40.89327,-102.550478,1123.701538085938,"I-76, Sedgwick, CO 80749, USA",Jun 2012
39.728137,-102.707447,1298.557983398438,"9582 CO-59, Yuma, CO 80759, USA",Jun 2008
37.661337,-106.648942,2514.198974609375,"31044-31288 US-160, South Fork, CO 81154, USA",Apr 2008
38.798111,-105.280378,2463.85693359375,"8437 County Rd 11, Florissant, CO 80816, USA",Aug 2015
37.653927,-106.653794,2520.98974609375,"31604-31676 US-160, South Fork, CO 81154, USA",Apr 2008
40.598081,-103.088392,1283.8447265625,"11272-11498 CO-61, Sterling, CO 80751, USA",Oct 2007
39.97944,-105.011133,1618.966186523438,"1999 W 156th Ave, Broomfield, CO 80023, USA",Aug 2011
39.705343,-105.373615,2303.25634765625,"32656 Woodside Dr, Evergreen, CO 80439, USA",Aug 2012
40.963615,-103.175859,1374.233642578125,"19973 Co Rd 74, Peetz, CO 80747, USA",Jul 2008
39.989295,-105.16162,1709.771484375,"1854 W Choke Cherry Dr, Louisville, CO 80027, USA",Aug 2012
40.364523,-105.282798,2019.913818359375,"325-499 Greenwood Dr, Loveland, CO 80537, USA",Aug 2012
39.982272,-105.1463,1669.4873046875,"1399 Franklin Ct, Louisville, CO 80027, USA",Aug 2012
38.918174,-104.860181,1985.93701171875,"6415 Pemberton Way, Colorado Springs, CO 80919, USA",Aug 2011
39.234472,-103.619799,1609.162109375,"5129 US-287, Limon, CO 80828, USA",Aug 2012
38.918174,-104.860181,1985.93701171875,"6415 Pemberton Way, Colorado Springs, CO 80919, USA",Aug 2011
39.761443,-104.84576,1619.66064453125,"3101-3187 Quari St, Aurora, CO 80011, USA",May 2015
39.484281,-104.758522,1817.09716796875,"12765 S Parker Rd, Parker, CO 80134, USA",Jun 2015
40.042502,-104.621436,1527.063720703125,"2464-2998 Co Rd 47, Hudson, CO 80642, USA",Sep 2007
39.692017,-105.36817,2376.045166015625,"32411 Meadow Mountain Rd, Evergreen, CO 80439, USA",Aug 2012
37.306663,-104.287242,1741.027587890625,"21365-22345 US-350, Model, CO 81059, USA",Sep 2012
40.34928,-105.04104,1549.0380859375,"734-826 42nd St SE, Loveland, CO 80537, USA",Jul 2012
37.556973,-102.577687,1322.20263671875,"County Rd Railroad, Two Buttes, CO 81084, USA",Sep 2012
40.16394,-105.097817,1511.79736328125,"230 3rd Ave, Longmont, CO 80501, USA",Sep 2012
37.799513,-108.990982,2048.908447265625,"3055-3319 US-491, Dove Creek, CO 81324, USA",Aug 2013
39.966543,-105.170975,1683.83349609375,"283-289 S Centennial Pkwy, Louisville, CO 80027, USA",Aug 2012
39.730108,-104.892564,1634.888793945312,"927-957 Uinta Way, Denver, CO 80230, USA",Oct 2014
39.983238,-105.027647,1629.404418945312,"Northwest Pkwy, Broomfield, CO 80023, USA",Jul 2015
39.97995,-105.149447,1682.37158203125,"523-529 W Arrowhead St, Louisville, CO 80027, USA",Aug 2012
39.97272,-105.176733,1719.9619140625,"7501 Skyway Ct, Boulder, CO 80303, USA",Jul 2012
39.97955,-104.74323,1548.791625976562,"Frontage Rd, Brighton, CO 80603, USA",Jun 2012
39.81716,-105.138914,1677.213256835938,"6623 Welch St, Arvada, CO 80004, USA",Jul 2012
40.632266,-105.038748,1542.964477539062,"3223 Turnberry Rd, Fort Collins, CO 80524, USA",Jun 2014
39.524903,-105.358263,2902.087890625,"31247-31547 Conifer Mountain Dr, Conifer, CO 80433, USA",Oct 2012
40.205471,-104.935842,1494.138793945312,"214-216 Grand View Cir, Mead, CO 80542, USA",Aug 2012
39.598955,-104.80381,1729.694580078125,"6462 S Parker Rd, Aurora, CO 80016, USA",Aug 2015
39.950316,-104.954731,1585.8916015625,"E 140th Pl, Thornton, CO 80602, USA",Aug 2012
39.197384,-103.573389,1592.913818359375,"47500-47506 US-287, Hugo, CO 80821, USA",Aug 2012
40.392724,-105.035304,1502.130004882812,"2902 E 1st St, Loveland, CO 80537, USA",Jul 2012
39.960597,-105.170265,1680.079467773438,"Denver Boulder Turnpike, Louisville, CO 80027, USA",Jun 2015
40.14537,-104.869276,1517.58447265625,"9823-9953 Co Rd 22, Fort Lupton, CO 80621, USA",Sep 2007
38.169202,-105.496038,2355.44775390625,"62067 CO-69, Westcliffe, CO 81252, USA",Aug 2012
37.99824,-103.674395,1265.20751953125,"25016 Co Rd 22, La Junta, CO 81050, USA",Sep 2012
38.122495,-104.856598,1669.698974609375,"6891-7299 CO-78, Pueblo, CO 81005, USA",Jul 2012
38.095442,-106.109389,2341.770751953125,"US-285, Villa Grove, CO 81155, USA",Sep 2012
39.770584,-104.91269,1610.924560546875,"3856-3880 Monaco Pkwy, Denver, CO 80207, USA",Oct 2014
40.531204,-104.639727,1477.01904296875,"36000-36998 Co Rd 45, Eaton, CO 80615, USA",Oct 2007
39.546782,-105.108976,1715.658203125,"9800-9852 W Athens Ln, Littleton, CO 80127, USA",Aug 2012
39.365349,-103.795778,1783.977661132812,"Co Rd 187, Limon, CO 80828, USA",Oct 2009
38.09666,-106.0637,2336.366943359375,"US-285, Villa Grove, CO 81155, USA",Sep 2012
38.001023,-103.674344,1265.850219726562,"25016-25472 Co Rd 22, La Junta, CO 81050, USA",Sep 2012
40.06888,-107.319923,2602.149658203125,"32853-33383 County Rd 8, Meeker, CO 81641, USA",Jul 2008
39.869135,-106.262535,2453.42236328125,"CO-9, Silverthorne, CO 80498, USA",Jul 2008
38.004184,-103.674322,1267.899169921875,"25488-25610 Co Rd 22, La Junta, CO 81050, USA",Sep 2012
40.131432,-104.660832,1487.701416015625,"20991 County Rd 20, Fort Lupton, CO 80621, USA",Sep 2007
37.316172,-108.075573,2539.895263671875,"9700-9706 US-160, Hesperus, CO 81326, USA",Jun 2012
39.209694,-109.039337,1476.891967773438,"Old US Hwy 6 & 50, Mack, CO 81525, USA",
38.000016,-103.674365,1265.5927734375,"25016 Co Rd 22, La Junta, CO 81050, USA",Sep 2012
40.925127,-102.517718,1091.913818359375,"11765 CO-59, Sedgwick, CO 80749, USA",Jul 2008
40.07136,-107.317494,2647.164306640625,"33383-35999 County Rd 8, Meeker, CO 81641, USA",Jul 2008
40.539251,-104.639822,1483.186157226562,"37102 Co Rd 45, Eaton, CO 80615, USA",Oct 2007
38.886379,-104.054996,1830.6796875,"2300-4116 N Holtwood Rd, Rush, CO 80833, USA",Oct 2009
39.19015,-105.545837,2683.982666015625,"11412 Tarryall Rd, Lake George, CO 80827, USA",Apr 2009
38.886475,-104.054993,1830.61767578125,"2300-4116 N Holtwood Rd, Rush, CO 80833, USA",Oct 2009
